time;value:ana_in_4;value:ana_in_5;value:ps_pin;id:ps_pin;bucket:ps_pin;metadata:ps_pin;value:inputs;id:inputs;bucket:inputs;metadata:inputs;value:ip;id:ip;bucket:ip;metadata:ip;value:location;id:location;bucket:location;location:location;metadata:location;value:rssi;id:rssi;bucket:rssi;metadata:rssi
2022-08-01T16:21:19.000-03:00;;1305;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:21:14.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:21:09.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:21:04.000-03:00;;1258;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:56.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:51.000-03:00;;1293;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:46.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:42.000-03:00;;1263;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:37.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:31.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:26.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:22.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:17.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:11.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:07.000-03:00;;1295;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:20:01.000-03:00;;1309;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:56.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:51.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:47.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:41.000-03:00;;1253;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:36.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:31.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:26.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:21.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:16.000-03:00;;1257;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:12.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:07.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:19:01.000-03:00;;1301;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:56.000-03:00;;1280;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:51.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:46.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:41.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:37.000-03:00;;1254;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:32.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:26.000-03:00;;1297;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:21.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:16.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:11.000-03:00;;1343;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:06.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:18:02.000-03:00;;1284;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:57.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:51.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:46.000-03:00;;1309;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:41.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:37.000-03:00;;1279;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:31.000-03:00;;1275;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:26.000-03:00;;1255;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:22.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:16.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:11.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:06.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:17:02.000-03:00;;1302;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:56.000-03:00;;1258;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:51.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:47.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:41.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:36.000-03:00;;1347;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:31.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:26.000-03:00;;1333;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:21.000-03:00;;1253;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:16.000-03:00;;1340;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:11.000-03:00;;1232;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:06.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:16:01.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:56.000-03:00;;1265;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:51.000-03:00;;1294;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:46.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:41.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:36.000-03:00;;1263;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:31.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:26.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:21.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:17.000-03:00;;1281;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:11.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:06.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:15:01.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:56.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:51.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:46.000-03:00;;1297;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:41.000-03:00;;1271;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:36.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:31.000-03:00;;1345;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:26.000-03:00;;1258;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:21.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:16.000-03:00;;1262;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:11.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:06.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:14:01.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:56.000-03:00;;1250;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:51.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:46.000-03:00;;1301;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:41.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:36.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:31.000-03:00;;1320;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:26.000-03:00;;1293;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:21.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:16.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:11.000-03:00;;1263;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:06.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:13:01.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:56.000-03:00;;1308;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:51.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:46.000-03:00;;1260;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:41.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:36.000-03:00;;1254;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:31.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:26.000-03:00;;1258;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:21.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:16.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:11.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:06.000-03:00;;1255;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:12:01.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:56.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:52.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:46.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:41.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:36.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:31.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:26.000-03:00;;1252;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:21.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:16.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:11.000-03:00;;1261;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:06.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:11:01.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:56.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:51.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:46.000-03:00;;1283;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:42.000-03:00;;1269;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:36.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:31.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:26.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:21.000-03:00;;1291;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:16.000-03:00;;1262;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:12.000-03:00;;1306;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:06.000-03:00;;1280;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:10:01.000-03:00;;1305;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:56.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:52.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:46.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:41.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:36.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:31.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:26.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:21.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:16.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:11.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:06.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:09:01.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:56.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:52.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:46.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:41.000-03:00;;1261;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:36.000-03:00;;1327;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:31.000-03:00;;1261;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:26.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:21.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:16.000-03:00;;1247;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:11.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:06.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:08:01.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:56.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:51.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:46.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:41.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:36.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:31.000-03:00;;1249;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:26.000-03:00;;1309;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:21.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:16.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:11.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:06.000-03:00;;1275;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:07:01.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:56.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:51.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:46.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:41.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:36.000-03:00;;1293;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:31.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:26.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:21.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:16.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:11.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:06.000-03:00;;1303;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:06:01.000-03:00;;1263;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:56.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:51.000-03:00;;1251;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:46.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:41.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:36.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:31.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:26.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:21.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:16.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:11.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:06.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:05:01.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:56.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:51.000-03:00;;1350;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:46.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:41.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:36.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:31.000-03:00;;1258;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:26.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:21.000-03:00;;1259;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:16.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:11.000-03:00;;1301;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:06.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:04:01.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:56.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:51.000-03:00;;1261;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:46.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:41.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:36.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:31.000-03:00;;1306;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:26.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:21.000-03:00;;1262;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:16.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:11.000-03:00;;1293;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:06.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:03:01.000-03:00;;1285;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:56.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:51.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:46.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:41.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:36.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:31.000-03:00;;1271;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:26.000-03:00;;1291;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:21.000-03:00;;1299;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:16.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:11.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:06.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:02:01.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:56.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:51.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:46.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:41.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:36.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:31.000-03:00;;1331;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:26.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:21.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:16.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:11.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:06.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:01:01.000-03:00;;1301;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:56.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:51.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:46.000-03:00;;1326;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:41.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:36.000-03:00;;1307;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:31.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:26.000-03:00;;1262;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:21.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:16.000-03:00;;1334;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:11.000-03:00;;1320;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:06.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T16:00:01.000-03:00;;1321;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:56.000-03:00;;1307;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:51.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:46.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:41.000-03:00;;1343;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:36.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:31.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:26.000-03:00;;1255;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:21.000-03:00;;1310;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:16.000-03:00;;1309;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:11.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:06.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:59:01.000-03:00;;1318;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:56.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:51.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:46.000-03:00;;1260;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:41.000-03:00;;1312;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:36.000-03:00;;1252;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:31.000-03:00;;1264;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:26.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:21.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:16.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:11.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:06.000-03:00;;1317;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:58:01.000-03:00;;1324;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:56.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:51.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:46.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:41.000-03:00;;1319;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:36.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:31.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:26.000-03:00;;1262;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:21.000-03:00;;1332;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:16.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:11.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:06.000-03:00;;1308;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:57:01.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:56.000-03:00;;1325;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:51.000-03:00;;1303;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:46.000-03:00;;1316;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:41.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:36.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:31.000-03:00;;1296;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:26.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:21.000-03:00;;1315;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:16.000-03:00;;1323;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:11.000-03:00;;1327;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:06.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:56:01.000-03:00;;1313;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:56.000-03:00;;1262;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:51.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:46.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:41.000-03:00;;1322;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:36.000-03:00;;1267;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:31.000-03:00;;1308;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:26.000-03:00;;1261;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:21.000-03:00;;1314;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:16.000-03:00;;1311;;;;;;;;;;;;;;;;;;;;;
2022-08-01T15:55:11.000-03:00;;1328;;;;;;;;;;;;;;;;;;;;;
